,아이디,맥주,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
1259,strings(377),Carlsberg Pilsner,"August 16, 2007",3.0,5,3,6,4,12
1260,"PropTop4782(2,114)",Carlsberg Pilsner,"October 2, 2006",2.3,5,3,4,3,8
1261,"Grovlam(4,259)",Carlsberg Pilsner,"November 6, 2006",1.6,2,2,2,2,8
1262,"berkshirejohn(8,420)",Carlsberg Pilsner,"November 9, 2006",2.1,2,2,7,2,8
1263,"pivnizub(12,312)",Carlsberg Pilsner,"September 21, 2006",1.6,3,2,3,2,6
1264,Trooper11(468),Carlsberg Pilsner,"September 20, 2006",1.6,4,2,3,2,5
1267,"fonefan(65,420)",Carlsberg Pilsner,"September 14, 2006",1.8,2,2,4,2,8
1268,"IrishBoy(4,456)",Carlsberg Pilsner,"September 10, 2006",2.3,5,2,5,2,9
1269,"TaktikMTL(8,008)",Carlsberg Pilsner,"September 7, 2006",2.5,4,3,5,3,10
1270,pubbe(493),Carlsberg Pilsner,"September 5, 2006",1.8,2,2,4,2,8
1271,MoreHead(355),Carlsberg Pilsner,"August 29, 2006",2.5,5,3,5,3,9
1272,"Finn(13,216)",Carlsberg Pilsner,"April 15, 2009",1.4,4,3,2,1,4
1273,"drfabulous(13,196)",Carlsberg Pilsner,"August 24, 2006",2.5,3,2,5,3,12
1274,"AskForJenny(1,100)",Carlsberg Pilsner,"August 22, 2006",2.1,3,2,4,2,10
1275,"Borup(21,013)",Carlsberg Pilsner,"August 18, 2006",2.3,4,2,4,3,10
1277,bridge(659),Carlsberg Pilsner,"August 14, 2006",1.9,4,2,4,2,7
1278,"DruncanVeasey(10,293)",Carlsberg Pilsner,"August 13, 2006",2.8,5,3,5,3,12
1280,CanadaCam(109),Carlsberg Pilsner,"July 30, 2006",2.3,3,3,5,2,10
1281,"VTHopHead(1,513)",Carlsberg Pilsner,"July 20, 2006",1.8,3,3,3,2,7
1283,"PilsnerPeter(3,065)",Carlsberg Pilsner,"July 17, 2006",1.4,3,3,2,2,4
1284,"SHIG(8,146)",Carlsberg Pilsner,"July 17, 2006",2.5,4,3,7,3,8
1285,"DarkElf(3,424)",Carlsberg Pilsner,"July 17, 2006",1.8,4,3,3,2,6
1286,lgklotet(437),Carlsberg Pilsner,"July 6, 2006",2.4,6,2,4,2,10
1287,yarry(528),Carlsberg Pilsner,"July 6, 2006",2.4,4,3,7,2,8
1288,"Dedollewaitor(19,155)",Carlsberg Pilsner,"July 5, 2006",2.0,3,2,4,3,8
1289,elektronikfagtekniker(891),Carlsberg Pilsner,"July 4, 2006",0.8,1,2,2,1,2
1290,"Saarlander(1,686)",Carlsberg Pilsner,"July 3, 2006",1.9,4,2,4,2,7
1291,lowg(148),Carlsberg Pilsner,"September 5, 2011",2.6,4,2,6,2,12
1294,"Boutip(7,981)",Carlsberg Pilsner,"June 19, 2006",2.8,6,2,6,2,12
1295,dkoonce(913),Carlsberg Pilsner,"June 17, 2006",2.5,4,5,4,2,10
1296,chicagobears(506),Carlsberg Pilsner,"June 15, 2006",2.9,5,3,6,3,12
1297,beerlady(564),Carlsberg Pilsner,"June 10, 2006",2.1,3,3,5,2,8
1298,tenghave(404),Carlsberg Pilsner,"June 6, 2006",1.6,2,3,4,1,6
1299,jacobwennbom(356),Carlsberg Pilsner,"January 30, 2007",1.9,3,2,3,3,8
1301,"User37895(3,085)",Carlsberg Pilsner,"May 31, 2006",2.0,6,2,4,2,6
1302,"Beerdedone(3,971)",Carlsberg Pilsner,"May 31, 2006",2.7,5,3,6,3,10
1303,beervana(781),Carlsberg Pilsner,"May 21, 2006",2.8,5,3,7,3,10
1305,"ganache(6,622)",Carlsberg Pilsner,"May 8, 2006",2.4,4,2,4,3,11
1306,"Storm(2,684)",Carlsberg Pilsner,"May 4, 2006",2.5,4,3,5,2,11
1307,"thewolf(13,753)",Carlsberg Pilsner,"April 29, 2006",1.8,3,2,4,2,7
1309,"GreatLibations(1,854)",Carlsberg Pilsner,"April 15, 2006",1.9,1,1,1,1,15
1310,"gnoff(11,277)",Carlsberg Pilsner,"July 20, 2009",2.2,5,2,4,3,8
1312,"Fin(14,093)",Carlsberg Pilsner,"April 3, 2006",1.7,2,3,4,2,6
1313,"blankboy(9,000)",Carlsberg Pilsner,"March 22, 2006",2.2,3,3,5,3,8
1314,"bitter(1,136)",Carlsberg Pilsner,"March 20, 2006",1.4,3,2,3,2,4
1315,sanmiguel(118),Carlsberg Pilsner,"March 20, 2006",0.6,1,1,1,1,2
1316,BeerBlockaid(683),Carlsberg Pilsner,"March 20, 2006",1.8,2,2,4,3,7
1317,ebarnes(262),Carlsberg Pilsner,"March 18, 2006",1.4,2,1,3,2,6
1318,Birdiebeagle(969),Carlsberg Pilsner,"March 16, 2006",2.5,5,3,4,3,10
1319,"jpm30(1,587)",Carlsberg Pilsner,"March 6, 2006",2.1,4,3,3,3,8
1320,"saxo(24,777)",Carlsberg Pilsner,"March 5, 2006",2.3,5,2,5,2,9
1321,beanmedic(348),Carlsberg Pilsner,"June 28, 2006",2.3,5,2,5,2,9
1322,"gunnfryd(18,247)",Carlsberg Pilsner,"March 4, 2006",2.3,5,3,4,2,9
1324,"Jukkabro(3,484)",Carlsberg Pilsner,"February 25, 2006",1.8,3,2,4,2,7
1325,weepingsuds(223),Carlsberg Pilsner,"February 24, 2006",2.1,5,3,4,3,6
1327,"HogTownHarry(8,799)",Carlsberg Pilsner,"February 22, 2006",2.4,4,3,5,2,10
1328,"Lumpy(1,802)",Carlsberg Pilsner,"February 22, 2006",2.5,3,3,5,3,11
1329,"Gr0ve(2,176)",Carlsberg Pilsner,"February 21, 2006",1.0,2,3,2,1,2
1331,"hopdog(17,613)",Carlsberg Pilsner,"February 18, 2006",2.1,4,2,4,3,8
1332,JRHBrew(367),Carlsberg Pilsner,"February 18, 2006",2.7,4,2,6,3,12
1334,"radagast83(10,767)",Carlsberg Pilsner,"February 12, 2006",2.4,5,2,5,2,10
1335,"Enniskillen(2,073)",Carlsberg Pilsner,"February 11, 2006",1.9,3,2,3,3,8
1336,"JohnC(3,007)",Carlsberg Pilsner,"February 4, 2006",2.2,4,3,5,2,8
1337,"Tmoney99(18,279)",Carlsberg Pilsner,"January 31, 2006",2.4,4,2,5,3,10
1338,KarmanGhia(276),Carlsberg Pilsner,"January 31, 2006",1.7,4,2,3,2,6
1339,"bb(13,273)",Carlsberg Pilsner,"January 30, 2006",1.8,4,2,3,2,7
1341,"Quevillon(3,376)",Carlsberg Pilsner,"January 24, 2006",0.6,1,1,2,1,1
1344,ARMed(625),Carlsberg Pilsner,"January 15, 2006",3.5,7,3,7,4,14
1345,JohnnyOS(646),Carlsberg Pilsner,"January 3, 2006",2.3,4,3,4,2,10
1347,"yngwie(19,287)",Carlsberg Pilsner,"January 14, 2011",1.7,3,2,3,2,7
1348,OD40oz(772),Carlsberg Pilsner,"December 27, 2005",4.6,9,4,9,5,19
1349,"onystrom(1,334)",Carlsberg Pilsner,"December 26, 2005",2.1,4,2,4,2,9
1350,"Quinten(1,061)",Carlsberg Pilsner,"May 21, 2006",3.0,6,3,7,3,11
1351,"Bart(2,934)",Carlsberg Pilsner,"December 21, 2005",2.5,6,2,6,3,8
1352,Keeper(257),Carlsberg Pilsner,"December 18, 2005",1.1,2,1,1,1,6
1353,"joergen(36,567)",Carlsberg Pilsner,"December 17, 2005",2.1,4,2,4,2,9
1354,"mjg74(3,627)",Carlsberg Pilsner,"December 14, 2005",2.4,4,3,5,2,10
1355,CiroFerrara(85),Carlsberg Pilsner,"December 11, 2005",3.8,7,4,8,4,15
1356,"HenrikSoegaard(17,578)",Carlsberg Pilsner,"December 10, 2005",1.9,4,2,4,2,7
1357,"oldrtybastrd(5,002)",Carlsberg Pilsner,"December 8, 2005",2.6,5,3,5,3,10
1358,Panzerfaust(901),Carlsberg Pilsner,"March 1, 2012",2.5,5,2,5,2,11
1361,"haddonsman(1,234)",Carlsberg Pilsner,"November 13, 2005",2.4,4,3,5,3,9
1363,"Lou18(1,353)",Carlsberg Pilsner,"November 7, 2005",1.4,4,1,2,1,6
1364,"larsga(7,693)",Carlsberg Pilsner,"February 8, 2011",2.6,5,3,5,3,10
1365,dp(608),Carlsberg Pilsner,"October 31, 2005",2.1,1,2,5,2,11
1366,"Habanero(5,661)",Carlsberg Pilsner,"October 29, 2005",1.9,2,3,3,3,8
1368,iammadeofjelly(194),Carlsberg Pilsner,"October 28, 2005",2.3,4,3,5,3,8
1369,"Mungo(2,470)",Carlsberg Pilsner,"October 25, 2005",1.5,3,2,3,2,5
1370,"highlandlad(1,480)",Carlsberg Pilsner,"October 12, 2005",2.0,3,2,4,3,8
1371,"KnutAlbert(6,848)",Carlsberg Pilsner,"October 3, 2005",1.5,3,2,3,2,5
1372,"mnurda(1,352)",Carlsberg Pilsner,"October 3, 2005",1.1,2,1,2,2,4
1373,"hughie(3,997)",Carlsberg Pilsner,"October 1, 2005",2.1,3,4,3,2,9
1375,paco(576),Carlsberg Pilsner,"September 25, 2005",2.2,5,3,4,3,7
1376,"FROTHINGSLOSH(10,032)",Carlsberg Pilsner,"August 27, 2007",2.2,2,3,4,3,10
1377,"MoritzF(10,600)",Carlsberg Pilsner,"September 22, 2005",1.8,4,3,4,1,6
1379,"biz82(1,327)",Carlsberg Pilsner,"September 19, 2005",1.7,4,2,3,2,6
1380,HermanW(992),Carlsberg Pilsner,"September 17, 2005",2.4,4,3,5,2,10
1383,D(577),Carlsberg Pilsner,"September 5, 2005",3.0,7,3,6,3,11
1384,"chriso(7,540)",Carlsberg Pilsner,"September 3, 2005",1.9,4,2,4,2,7
1385,"FrankJohansen(3,624)",Carlsberg Pilsner,"August 31, 2005",1.9,3,2,4,2,8
1386,"harrisoni(23,675)",Carlsberg Pilsner,"August 31, 2005",1.2,2,2,3,2,3
1388,"ehhdayton(1,188)",Carlsberg Pilsner,"August 29, 2005",2.1,4,2,4,3,8
1389,"mephisto(1,327)",Carlsberg Pilsner,"August 28, 2005",1.8,3,3,3,3,6
1390,TINOZACCA(146),Carlsberg Pilsner,"August 25, 2005",2.4,4,3,5,2,10
1391,hammenlind(737),Carlsberg Pilsner,"August 22, 2005",1.3,3,1,3,2,4
1392,Sten(798),Carlsberg Pilsner,"August 22, 2005",3.0,6,3,6,3,12
1394,"SDalkoholic(2,458)",Carlsberg Pilsner,"August 15, 2005",1.6,4,2,4,2,4
1395,"bkurtz(1,324)",Carlsberg Pilsner,"August 15, 2005",2.7,5,3,5,3,11
1396,"dirtymike(2,016)",Carlsberg Pilsner,"August 12, 2005",3.1,6,4,6,3,12
1398,"jercraigs(13,413)",Carlsberg Pilsner,"July 28, 2008",2.6,5,3,5,2,11
1399,"SSSteve(4,006)",Carlsberg Pilsner,"August 7, 2005",1.5,3,2,3,3,4
1400,"stegosaurus(1,882)",Carlsberg Pilsner,"August 4, 2005",2.3,4,2,5,2,10
1402,"TheBeerOrg(2,145)",Carlsberg Pilsner,"July 26, 2005",2.3,4,2,5,2,10
1404,"MIBRomeo(2,570)",Carlsberg Pilsner,"July 24, 2005",2.5,5,2,6,3,9
1406,"jefcon(1,935)",Carlsberg Pilsner,"July 16, 2005",1.5,3,2,3,1,6
1407,"jaymobrown(1,845)",Carlsberg Pilsner,"July 16, 2005",2.6,5,2,6,2,11
1409,"Nightfall(1,312)",Carlsberg Pilsner,"June 28, 2005",2.1,3,2,4,2,10
1412,"DuffMan(10,981)",Carlsberg Pilsner,"June 20, 2005",2.7,4,3,6,2,12
1415,"DonMagi(5,592)",Carlsberg Pilsner,"June 9, 2005",2.3,4,3,5,3,8
1416,"ABUSEDGOAT(3,795)",Carlsberg Pilsner,"February 5, 2006",2.0,3,2,5,2,8
1417,"KAggie97(3,529)",Carlsberg Pilsner,"June 3, 2005",2.8,5,3,6,3,11
1420,ericnixon(745),Carlsberg Pilsner,"May 16, 2005",2.0,3,2,4,3,8
1421,RateandPillage(426),Carlsberg Pilsner,"May 13, 2005",2.6,5,3,5,3,10
1422,"dwyerpg(8,389)",Carlsberg Pilsner,"May 11, 2005",1.7,3,1,4,2,7
1423,"heemer77(5,621)",Carlsberg Pilsner,"May 4, 2005",2.8,6,2,6,3,11
1424,"Darkover(1,562)",Carlsberg Pilsner,"May 3, 2005",2.7,5,2,5,3,12
1426,"Papsoe(25,043)",Carlsberg Pilsner,"July 13, 2011",2.1,4,2,5,2,8
1427,"GarethYoung(1,111)",Carlsberg Pilsner,"April 23, 2005",2.4,5,2,5,2,10
1429,"steview(1,037)",Carlsberg Pilsner,"April 13, 2005",2.2,4,2,4,2,10
1430,"JPDIPSO(6,558)",Carlsberg Pilsner,"April 10, 2005",1.9,4,2,4,2,7
1431,"ALLOVATE(3,534)",Carlsberg Pilsner,"April 7, 2005",1.6,3,1,4,2,6
1432,"maeib(8,749)",Carlsberg Pilsner,"April 4, 2005",1.2,2,2,2,2,4
1433,farmboy(218),Carlsberg Pilsner,"April 1, 2005",1.8,3,2,4,2,7
1434,MadMan(495),Carlsberg Pilsner,"March 31, 2005",0.7,1,1,2,1,2
1436,"Garrat(1,350)",Carlsberg Pilsner,"March 27, 2005",1.2,2,1,2,1,6
1437,georgekillian(344),Carlsberg Pilsner,"March 27, 2005",3.4,4,2,8,4,16
1438,"leaparsons(12,356)",Carlsberg Pilsner,"March 26, 2005",1.8,3,3,3,2,7
1439,"GregClow(3,402)",Carlsberg Pilsner,"June 25, 2005",3.3,6,3,7,3,14
1440,"turbo(1,271)",Carlsberg Pilsner,"March 21, 2005",2.3,5,3,4,1,10
1441,"Joeh(2,049)",Carlsberg Pilsner,"March 21, 2005",2.3,3,3,4,3,10
1445,iambeer(255),Carlsberg Pilsner,"March 3, 2005",4.0,6,3,9,3,19
1446,"oh6gdx(26,481)",Carlsberg Pilsner,"March 3, 2005",3.1,6,3,6,3,13
1447,"pintbypint(4,303)",Carlsberg Pilsner,"February 28, 2005",2.6,5,3,5,3,10
1448,"IslandHaole(1,302)",Carlsberg Pilsner,"February 27, 2005",1.8,4,2,3,2,7
1449,Hawksfan17(890),Carlsberg Pilsner,"February 27, 2005",2.7,5,2,6,3,11
1450,"Stew41(2,523)",Carlsberg Pilsner,"June 7, 2016",2.2,3,3,4,3,9
1451,"BeerandBlues2(17,649)",Carlsberg Pilsner,"February 22, 2005",2.6,6,2,5,2,11
1452,"Palidor19(3,213)",Carlsberg Pilsner,"February 18, 2005",2.4,4,2,7,2,9
1453,"tiggmtl(4,542)",Carlsberg Pilsner,"February 13, 2005",2.4,4,3,5,3,9
1454,"AceOfHearts(1,374)",Carlsberg Pilsner,"February 12, 2005",1.0,2,2,2,1,3
1455,"nick76(4,429)",Carlsberg Pilsner,"May 22, 2007",2.5,5,2,5,3,10
1457,"scotty(1,369)",Carlsberg Pilsner,"January 30, 2005",2.2,2,5,4,3,8
1459,"JonMoore(2,095)",Carlsberg Pilsner,"January 21, 2005",1.5,3,3,3,1,5
1463,"DerWeg(2,156)",Carlsberg Pilsner,"December 31, 2004",2.2,3,3,5,2,9
1464,collieman(191),Carlsberg Pilsner,"December 18, 2004",1.8,4,5,2,2,5
1466,wnhay(722),Carlsberg Pilsner,"November 30, 2004",1.8,3,2,4,2,7
1468,Aarleks(409),Carlsberg Pilsner,"November 25, 2004",2.3,5,3,4,3,8
1469,YK23(465),Carlsberg Pilsner,"November 18, 2006",1.7,5,3,3,2,4
1470,"Dorqui(3,197)",Carlsberg Pilsner,"November 23, 2004",2.6,5,2,5,2,12
1472,dortmunder(961),Carlsberg Pilsner,"November 13, 2004",0.9,2,1,2,2,2
1473,"imdownthepub(20,517)",Carlsberg Pilsner,"November 4, 2004",1.5,3,1,3,2,6
1474,"SilkTork(6,892)",Carlsberg Pilsner,"November 4, 2004",2.0,4,2,4,2,8
1475,"Cornfield(5,569)",Carlsberg Pilsner,"October 26, 2004",2.1,4,3,4,3,7
1476,"Tessic(1,809)",Carlsberg Pilsner,"October 23, 2004",2.0,3,3,4,2,8
1477,"Nekronos(4,624)",Carlsberg Pilsner,"January 31, 2006",3.2,6,3,7,3,13
1478,"Pigfoot(2,268)",Carlsberg Pilsner,"October 3, 2004",2.2,3,3,4,3,9
1480,"gws57(1,275)",Carlsberg Pilsner,"October 1, 2004",2.3,5,3,5,2,8
1481,seeknay36(111),Carlsberg Pilsner,"September 21, 2004",3.6,6,3,7,3,17
1482,"Jeppe(2,634)",Carlsberg Pilsner,"September 20, 2004",1.5,3,2,3,2,5
1483,"Marko(10,282)",Carlsberg Pilsner,"November 24, 2006",2.3,5,3,4,2,9
1484,HopsOrDie(687),Carlsberg Pilsner,"September 9, 2004",2.2,4,3,4,3,8
1486,"Eructoblaster(6,310)",Carlsberg Pilsner,"August 26, 2004",2.3,4,2,5,2,10
1487,beaconstreet(811),Carlsberg Pilsner,"August 24, 2004",3.3,6,3,7,4,13
1488,"madquacker(1,189)",Carlsberg Pilsner,"August 22, 2004",2.1,3,3,4,3,8
1489,dirkules(629),Carlsberg Pilsner,"August 21, 2004",1.7,4,3,4,2,4
1490,"Foxbush(2,815)",Carlsberg Pilsner,"April 4, 2013",2.9,4,3,6,3,13
1492,y0cola(361),Carlsberg Pilsner,"August 20, 2004",1.9,3,2,4,2,8
1493,emotv(355),Carlsberg Pilsner,"August 13, 2004",1.9,4,2,3,2,8
1494,mongkut4(132),Carlsberg Pilsner,"August 9, 2004",1.4,3,2,3,2,4
1495,"piscator34(3,220)",Carlsberg Pilsner,"August 9, 2004",1.7,3,2,3,2,7
1496,"Reid(3,129)",Carlsberg Pilsner,"August 8, 2004",1.7,2,2,3,2,8
1497,"Walt(2,449)",Carlsberg Pilsner,"August 8, 2004",1.6,3,2,4,2,5
1499,haf(503),Carlsberg Pilsner,"July 27, 2004",1.6,3,2,3,2,6
1500,"hershiser2(6,873)",Carlsberg Pilsner,"July 23, 2004",1.9,4,3,3,3,6
1501,Jedsbrew(464),Carlsberg Pilsner,"July 19, 2004",2.7,5,4,6,4,8
1502,"Emil(6,063)",Carlsberg Pilsner,"January 21, 2005",1.6,3,2,3,1,7
1504,"NosirIwont(3,552)",Carlsberg Pilsner,"July 12, 2004",1.8,3,2,4,2,7
1507,SG(465),Carlsberg Pilsner,"July 2, 2004",2.0,2,2,3,2,11
1508,"Nate(4,279)",Carlsberg Pilsner,"June 27, 2004",0.8,2,2,1,1,2
1509,"shrubber85(13,167)",Carlsberg Pilsner,"June 26, 2004",2.7,4,4,5,3,11
1510,"JorisPPattyn(11,984)",Carlsberg Pilsner,"June 21, 2004",1.6,2,4,3,2,5
1511,DrGonzo(625),Carlsberg Pilsner,"June 21, 2004",1.7,3,2,4,2,6
1512,"Dickinsonbeer(5,073)",Carlsberg Pilsner,"June 21, 2004",1.7,4,2,4,2,5
1514,"turbothy(1,140)",Carlsberg Pilsner,"September 3, 2004",2.2,4,3,4,3,8
1515,Roli(406),Carlsberg Pilsner,"June 6, 2004",2.3,3,3,4,3,10
1516,"ante(3,373)",Carlsberg Pilsner,"May 21, 2004",1.7,3,2,4,2,6
1517,dreamboat(186),Carlsberg Pilsner,"May 11, 2004",4.1,8,4,8,5,16
1518,Falconseye8(542),Carlsberg Pilsner,"May 11, 2004",2.2,5,2,5,2,8
1519,"MrManning(2,009)",Carlsberg Pilsner,"May 10, 2004",2.5,5,3,5,3,9
1520,eraserhd10(226),Carlsberg Pilsner,"May 3, 2004",2.9,6,4,6,3,10
1521,"zach8270(4,021)",Carlsberg Pilsner,"December 12, 2008",2.0,4,2,4,2,8
1522,Beer Snob(501),Carlsberg Pilsner,"April 30, 2004",1.8,4,2,4,2,6
1523,"ogivlado(11,549)",Carlsberg Pilsner,"April 27, 2004",2.1,4,2,4,2,9
1526,DerBiermeister(586),Carlsberg Pilsner,"March 30, 2004",1.2,1,2,3,2,4
1527,punkeedo(499),Carlsberg Pilsner,"March 30, 2004",1.3,1,1,3,2,6
1528,swiseman(608),Carlsberg Pilsner,"March 27, 2004",2.4,4,2,5,4,9
1529,"3fourths(9,493)",Carlsberg Pilsner,"March 25, 2004",1.5,1,1,3,3,7
1530,"sayravai(4,710)",Carlsberg Pilsner,"January 6, 2005",2.0,4,2,4,2,8
1531,"TBone(23,237)",Carlsberg Pilsner,"March 17, 2004",1.7,3,3,4,2,5
1533,"roder60(1,289)",Carlsberg Pilsner,"March 16, 2004",2.8,5,2,6,2,13
1534,"JensenTaster(1,719)",Carlsberg Pilsner,"March 14, 2004",3.0,4,4,6,2,14
1535,SimonLarsen(210),Carlsberg Pilsner,"March 8, 2004",2.5,4,3,5,3,10
1536,Trogdor(197),Carlsberg Pilsner,"March 5, 2004",1.3,3,2,3,2,3
1537,"Sully(1,380)",Carlsberg Pilsner,"February 25, 2004",2.3,5,2,5,2,9
1538,Kalli(502),Carlsberg Pilsner,"February 15, 2004",1.5,3,2,2,2,6
1539,"Crockett(1,164)",Carlsberg Pilsner,"January 31, 2004",2.2,3,3,4,2,10
1540,"Gorbalev(3,000)",Carlsberg Pilsner,"January 28, 2004",2.4,3,2,6,2,11
1541,"ThomasE(5,173)",Carlsberg Pilsner,"January 25, 2004",2.6,4,2,6,2,12
1543,"Eyedrinkale(3,213)",Carlsberg Pilsner,"January 17, 2004",3.0,6,3,6,3,12
1544,rabuc(143),Carlsberg Pilsner,"January 14, 2004",1.7,2,3,3,2,7
1545,"Aubrey(3,516)",Carlsberg Pilsner,"September 27, 2006",1.3,2,2,2,2,5
1546,"daboskabouter(1,469)",Carlsberg Pilsner,"January 6, 2004",2.3,4,3,5,3,8
1548,"Dredd(1,052)",Carlsberg Pilsner,"July 6, 2008",2.4,4,3,4,3,10
1549,"Silphium(3,429)",Carlsberg Pilsner,"December 13, 2003",1.4,2,2,2,2,6
1550,"IPFreely(1,470)",Carlsberg Pilsner,"December 2, 2003",2.4,4,2,5,3,10
1551,"Choos(1,284)",Carlsberg Pilsner,"December 2, 2003",2.6,3,3,5,3,12
1552,drinkbeer(290),Carlsberg Pilsner,"November 25, 2003",1.7,3,2,4,2,6
1553,canary dog(831),Carlsberg Pilsner,"November 18, 2003",2.6,4,2,6,2,12
1554,"ghawener(1,656)",Carlsberg Pilsner,"November 8, 2003",2.6,4,3,6,3,10
1555,thehoff(598),Carlsberg Pilsner,"November 4, 2003",2.1,4,3,4,2,8
1557,beerslayer(753),Carlsberg Pilsner,"October 28, 2003",2.2,4,3,4,3,8
1558,ancherrera(162),Carlsberg Pilsner,"October 20, 2003",3.1,4,3,6,4,14
1559,lasonovich(151),Carlsberg Pilsner,"October 20, 2003",3.1,4,2,6,4,15
1560,shintriad(701),Carlsberg Pilsner,"October 15, 2003",1.6,3,2,3,1,7
1561,"Sham(1,844)",Carlsberg Pilsner,"October 13, 2003",2.2,4,2,5,3,8
1562,"BückDich(5,464)",Carlsberg Pilsner,"October 12, 2003",2.4,5,2,6,3,8
1563,"JFGrind(2,247)",Carlsberg Pilsner,"October 10, 2003",2.5,3,3,4,3,12
1564,bfgill(120),Carlsberg Pilsner,"October 9, 2003",3.0,5,3,6,3,13
1565,"SDbruboy(1,863)",Carlsberg Pilsner,"October 8, 2003",1.8,3,3,4,2,6
1566,Jahills(151),Carlsberg Pilsner,"October 6, 2003",3.1,4,3,7,3,14
1567,"bu11zeye(13,702)",Carlsberg Pilsner,"September 27, 2003",2.7,5,3,5,3,11
1568,"bluevegie(3,073)",Carlsberg Pilsner,"September 23, 2003",3.0,5,3,7,3,12
1569,beastdog75(368),Carlsberg Pilsner,"September 18, 2003",2.4,5,2,5,2,10
1570,"MaBeer1972(2,410)",Carlsberg Pilsner,"September 17, 2003",1.5,3,3,3,3,3
1571,"fiulijn(26,305)",Carlsberg Pilsner,"August 25, 2003",1.0,1,2,2,2,3
1572,"thedm(6,316)",Carlsberg Pilsner,"August 17, 2003",2.2,4,2,4,3,9
1573,Daytona00(187),Carlsberg Pilsner,"August 16, 2003",2.2,4,3,4,3,8
1574,"hotstuff(5,394)",Carlsberg Pilsner,"August 4, 2003",2.7,5,3,6,3,10
1575,"larsniclas(8,768)",Carlsberg Pilsner,"August 2, 2003",2.2,4,2,4,2,10
1576,zborgerd(187),Carlsberg Pilsner,"August 2, 2003",2.3,3,2,5,2,11
1578,grant(842),Carlsberg Pilsner,"July 29, 2003",1.1,1,2,3,1,4
1579,"Rastacouere(6,175)",Carlsberg Pilsner,"July 22, 2003",2.2,5,2,3,2,10
1581,"rlgk(18,838)",Carlsberg Pilsner,"July 20, 2003",2.7,5,3,5,3,11
1582,"beermatrix(1,497)",Carlsberg Pilsner,"July 15, 2003",3.1,5,3,6,3,14
1583,"Christian(15,833)",Carlsberg Pilsner,"April 27, 2008",2.7,6,3,5,3,10
1585,"BeerLimey(2,277)",Carlsberg Pilsner,"June 27, 2003",2.3,5,2,6,2,8
1586,The Etruscan(813),Carlsberg Pilsner,"June 25, 2003",2.4,5,2,5,2,10
1588,"hopscotch(11,918)",Carlsberg Pilsner,"August 21, 2007",1.3,3,3,3,1,3
1589,wnp22(698),Carlsberg Pilsner,"June 2, 2003",2.6,6,3,5,2,10
1591,Aesir(130),Carlsberg Pilsner,"May 21, 2003",1.5,3,2,4,1,5
1592,burgerlicious(308),Carlsberg Pilsner,"May 11, 2003",2.8,4,4,6,3,11
1593,Eirikur(386),Carlsberg Pilsner,"May 9, 2003",1.6,4,3,3,1,5
1594,vwsteggie(684),Carlsberg Pilsner,"April 20, 2003",3.1,6,3,7,3,12
1595,"haukur(2,184)",Carlsberg Pilsner,"April 10, 2003",1.3,2,3,2,2,4
1596,"maupie(2,423)",Carlsberg Pilsner,"April 7, 2003",3.3,6,3,6,3,15
1597,"Prostman(1,077)",Carlsberg Pilsner,"April 6, 2003",2.8,5,3,7,3,10
1598,Duffbeer(192),Carlsberg Pilsner,"March 26, 2003",3.1,6,3,6,3,13
1599,"WISEGUY572(1,377)",Carlsberg Pilsner,"March 19, 2003",2.3,4,3,5,2,9
1600,Voivod(304),Carlsberg Pilsner,"March 18, 2003",1.8,4,2,4,1,7
1603,"DYCSoccer17(3,730)",Carlsberg Pilsner,"March 12, 2003",2.0,4,2,4,3,7
1604,"rickgordon(3,878)",Carlsberg Pilsner,"March 9, 2003",2.2,4,3,3,3,9
1605,brewboy(152),Carlsberg Pilsner,"March 8, 2003",2.6,4,3,5,3,11
1606,"JK(7,079)",Carlsberg Pilsner,"March 8, 2003",2.5,5,2,6,2,10
1607,blank(996),Carlsberg Pilsner,"March 4, 2003",2.6,3,2,6,3,12
1608,LarsHolmer(113),Carlsberg Pilsner,"March 3, 2003",2.0,3,3,3,2,9
1609,Hoss(607),Carlsberg Pilsner,"March 2, 2003",2.5,5,3,4,3,10
1610,"Boystout(1,000)",Carlsberg Pilsner,"March 1, 2003",2.4,5,2,4,3,10
1611,"crazyvin(2,026)",Carlsberg Pilsner,"February 28, 2003",1.6,2,2,4,3,5
1614,WastedYouthBrew(143),Carlsberg Pilsner,"March 17, 2004",2.4,4,2,5,3,10
1615,pwyman(71),Carlsberg Pilsner,"February 10, 2003",2.9,4,3,6,3,13
1616,"Vac(2,445)",Carlsberg Pilsner,"February 3, 2003",1.5,1,2,4,3,5
1617,AcctError6435(119),Carlsberg Pilsner,"February 2, 2003",2.3,5,2,4,3,9
1618,"harlequinn(2,744)",Carlsberg Pilsner,"January 21, 2003",2.3,3,2,7,2,9
1619,kalisto9(73),Carlsberg Pilsner,"January 18, 2003",4.2,8,4,8,4,18
1623,"diabel(1,836)",Carlsberg Pilsner,"June 1, 2007",2.2,4,3,4,2,9
1624,"jgb9348(8,697)",Carlsberg Pilsner,"January 10, 2003",0.8,2,1,1,1,3
1625,"presario(4,914)",Carlsberg Pilsner,"January 7, 2003",2.7,5,3,6,3,10
1626,"CapFlu(5,136)",Carlsberg Pilsner,"January 4, 2003",2.2,4,2,6,2,8
